bytes_out,num_pkts_out,bytes_in,num_pkts_in,packets_b_variance,packets_ipt_average,packets_ipt_variance,byte_dist_mean,byte_dist_std,entropy,total_entropy,wht1,wht2,wht3,wht4,debug_tcp_retrans,tls_cipher_suites_counts,server_name_exist,ec_point_formats_exist,extended_master_secret_exist,renegotiation_info_exist,supported_groups_exist,session_ticket_exist,application_layer_protocol_negotiation_exist,status_request_exist,key_share_exist,padding_exist,mac_weight,win_weight,linux_weight,is_browser,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384_supported,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384_supported,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA384_supported,TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA384_supported,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA_supported,TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA_supported,TLS_DH_DSS_WITH_AES_256_GCM_SHA384_supported,TLS_DHE_DSS_WITH_AES_256_GCM_SHA384_supported,TLS_DH_RSA_WITH_AES_256_GCM_SHA384_supported,TLS_DHE_RSA_WITH_AES_256_GCM_SHA384_supported,TLS_DHE_RSA_WITH_AES_256_CBC_SHA256_supported,TLS_DHE_DSS_WITH_AES_256_CBC_SHA256_supported,TLS_DH_RSA_WITH_AES_256_CBC_SHA256_supported,TLS_DH_DSS_WITH_AES_256_CBC_SHA256_supported,TLS_DHE_RSA_WITH_AES_256_CBC_SHA_supported,TLS_DHE_DSS_WITH_AES_256_CBC_SHA_supported,TLS_DH_RSA_WITH_AES_256_CBC_SHA_supported,TLS_DH_DSS_WITH_AES_256_CBC_SHA_supported,TLS_DHE_RSA_WITH_CAMELLIA_256_CBC_SHA_supported,TLS_DHE_DSS_WITH_CAMELLIA_256_CBC_SHA_supported,TLS_DH_RSA_WITH_CAMELLIA_256_CBC_SHA_supported,TLS_DH_DSS_WITH_CAMELLIA_256_CBC_SHA_supported,TLS_RSA_WITH_AES_256_GCM_SHA384_supported,TLS_RSA_WITH_AES_256_CBC_SHA256_supported,TLS_RSA_WITH_AES_256_CBC_SHA_supported,TLS_RSA_WITH_CAMELLIA_256_CBC_SHA_supported,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256_supported,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256_supported,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA256_supported,TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA256_supported,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA_supported,TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA_supported,TLS_DH_DSS_WITH_AES_128_GCM_SHA256_supported,TLS_DHE_DSS_WITH_AES_128_GCM_SHA256_supported,TLS_DH_RSA_WITH_AES_128_GCM_SHA256_supported,TLS_DHE_RSA_WITH_AES_128_GCM_SHA256_supported,TLS_DHE_RSA_WITH_AES_128_CBC_SHA256_supported,TLS_DHE_DSS_WITH_AES_128_CBC_SHA256_supported,TLS_DH_RSA_WITH_AES_128_CBC_SHA256_supported,TLS_DH_DSS_WITH_AES_128_CBC_SHA256_supported,TLS_DHE_RSA_WITH_AES_128_CBC_SHA_supported,TLS_DHE_DSS_WITH_AES_128_CBC_SHA_supported,TLS_DH_RSA_WITH_AES_128_CBC_SHA_supported,TLS_DH_DSS_WITH_AES_128_CBC_SHA_supported,TLS_DHE_RSA_WITH_SEED_CBC_SHA_supported,TLS_DHE_DSS_WITH_SEED_CBC_SHA_supported,TLS_DH_RSA_WITH_SEED_CBC_SHA_supported,TLS_DH_DSS_WITH_SEED_CBC_SHA_supported,TLS_DHE_RSA_WITH_CAMELLIA_128_CBC_SHA_supported,TLS_DHE_DSS_WITH_CAMELLIA_128_CBC_SHA_supported,TLS_DH_RSA_WITH_CAMELLIA_128_CBC_SHA_supported,TLS_DH_DSS_WITH_CAMELLIA_128_CBC_SHA_supported,TLS_RSA_WITH_AES_128_GCM_SHA256_supported,TLS_RSA_WITH_AES_128_CBC_SHA256_supported,TLS_RSA_WITH_AES_128_CBC_SHA_supported,TLS_RSA_WITH_SEED_CBC_SHA_supported,TLS_RSA_WITH_CAMELLIA_128_CBC_SHA_supported,TLS_ECDHE_RSA_WITH_3DES_EDE_CBC_SHA_supported,TLS_ECDHE_ECDSA_WITH_3DES_EDE_CBC_SHA_supported,TLS_DHE_RSA_WITH_3DES_EDE_CBC_SHA_supported,TLS_DHE_DSS_WITH_3DES_EDE_CBC_SHA_supported,TLS_DH_RSA_WITH_3DES_EDE_CBC_SHA_supported,TLS_DH_DSS_WITH_3DES_EDE_CBC_SHA_supported,TLS_RSA_WITH_3DES_EDE_CBC_SHA_supported,TLS_EMPTY_RENEGOTIATION_INFO_SCSV_supported,byte_0x00,byte_0x01,byte_0x02,byte_0x03,byte_0x04,byte_0x05,byte_0x06,byte_0x07,byte_0x08,byte_0x09,byte_0x0a,byte_0x0b,byte_0x0c,byte_0x0d,byte_0x0e,byte_0x0f,byte_0x10,byte_0x11,byte_0x12,byte_0x13,byte_0x14,byte_0x15,byte_0x16,byte_0x17,byte_0x18,byte_0x19,byte_0x1a,byte_0x1b,byte_0x1c,byte_0x1d,byte_0x1e,byte_0x1f,byte_0x20,byte_0x21,byte_0x22,byte_0x23,byte_0x24,byte_0x25,byte_0x26,byte_0x27,byte_0x28,byte_0x29,byte_0x2a,byte_0x2b,byte_0x2c,byte_0x2d,byte_0x2e,byte_0x2f,byte_0x30,byte_0x31,byte_0x32,byte_0x33,byte_0x34,byte_0x35,byte_0x36,byte_0x37,byte_0x38,byte_0x39,byte_0x3a,byte_0x3b,byte_0x3c,byte_0x3d,byte_0x3e,byte_0x3f,byte_0x40,byte_0x41,byte_0x42,byte_0x43,byte_0x44,byte_0x45,byte_0x46,byte_0x47,byte_0x48,byte_0x49,byte_0x4a,byte_0x4b,byte_0x4c,byte_0x4d,byte_0x4e,byte_0x4f,byte_0x50,byte_0x51,byte_0x52,byte_0x53,byte_0x54,byte_0x55,byte_0x56,byte_0x57,byte_0x58,byte_0x59,byte_0x5a,byte_0x5b,byte_0x5c,byte_0x5d,byte_0x5e,byte_0x5f,byte_0x60,byte_0x61,byte_0x62,byte_0x63,byte_0x64,byte_0x65,byte_0x66,byte_0x67,byte_0x68,byte_0x69,byte_0x6a,byte_0x6b,byte_0x6c,byte_0x6d,byte_0x6e,byte_0x6f,byte_0x70,byte_0x71,byte_0x72,byte_0x73,byte_0x74,byte_0x75,byte_0x76,byte_0x77,byte_0x78,byte_0x79,byte_0x7a,byte_0x7b,byte_0x7c,byte_0x7d,byte_0x7e,byte_0x7f,byte_0x80,byte_0x81,byte_0x82,byte_0x83,byte_0x84,byte_0x85,byte_0x86,byte_0x87,byte_0x88,byte_0x89,byte_0x8a,byte_0x8b,byte_0x8c,byte_0x8d,byte_0x8e,byte_0x8f,byte_0x90,byte_0x91,byte_0x92,byte_0x93,byte_0x94,byte_0x95,byte_0x96,byte_0x97,byte_0x98,byte_0x99,byte_0x9a,byte_0x9b,byte_0x9c,byte_0x9d,byte_0x9e,byte_0x9f,byte_0xa0,byte_0xa1,byte_0xa2,byte_0xa3,byte_0xa4,byte_0xa5,byte_0xa6,byte_0xa7,byte_0xa8,byte_0xa9,byte_0xaa,byte_0xab,byte_0xac,byte_0xad,byte_0xae,byte_0xaf,byte_0xb0,byte_0xb1,byte_0xb2,byte_0xb3,byte_0xb4,byte_0xb5,byte_0xb6,byte_0xb7,byte_0xb8,byte_0xb9,byte_0xba,byte_0xbb,byte_0xbc,byte_0xbd,byte_0xbe,byte_0xbf,byte_0xc0,byte_0xc1,byte_0xc2,byte_0xc3,byte_0xc4,byte_0xc5,byte_0xc6,byte_0xc7,byte_0xc8,byte_0xc9,byte_0xca,byte_0xcb,byte_0xcc,byte_0xcd,byte_0xce,byte_0xcf,byte_0xd0,byte_0xd1,byte_0xd2,byte_0xd3,byte_0xd4,byte_0xd5,byte_0xd6,byte_0xd7,byte_0xd8,byte_0xd9,byte_0xda,byte_0xdb,byte_0xdc,byte_0xdd,byte_0xde,byte_0xdf,byte_0xe0,byte_0xe1,byte_0xe2,byte_0xe3,byte_0xe4,byte_0xe5,byte_0xe6,byte_0xe7,byte_0xe8,byte_0xe9,byte_0xea,byte_0xeb,byte_0xec,byte_0xed,byte_0xee,byte_0xef,byte_0xf0,byte_0xf1,byte_0xf2,byte_0xf3,byte_0xf4,byte_0xf5,byte_0xf6,byte_0xf7,byte_0xf8,byte_0xf9,byte_0xfa,byte_0xfb,byte_0xfc,byte_0xfd,byte_0xfe,byte_0xff,label
2050,7,1783,8,206086.3822222222,2.7333333333333334,19.528888888888886,107.914427,57.15367,4.196999,16087.095619,107.91,0.27446,1.2465,0.94808,5,75,True,False,True,False,False,True,False,False,True,True,3.0,0.0,0.0,False,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,137,26,16,40,17,9,18,8,12,7,9,11,14,13,10,7,10,4,8,11,8,7,13,9,4,6,8,4,6,5,5,6,6,4,3,6,5,4,7,6,12,7,8,3,6,6,10,6,22,17,9,7,7,8,7,9,3,4,4,4,8,6,6,7,5,9,5,5,5,4,4,4,5,5,4,4,5,5,5,5,9,7,5,11,4,14,6,6,7,5,6,6,8,6,10,6,7,9,8,6,7,6,5,7,5,8,9,6,3,6,4,5,8,5,8,5,9,9,6,4,5,3,4,6,6,7,5,8,8,5,10,5,5,4,10,6,8,6,6,5,10,6,7,4,7,4,5,6,5,4,5,5,9,3,7,6,7,5,4,8,7,6,5,7,3,5,5,9,9,9,5,6,3,5,8,4,5,6,3,4,7,4,6,4,7,4,6,4,3,8,3,6,24,6,6,6,3,5,8,6,3,5,5,6,9,2,5,3,4,10,5,5,4,6,5,6,7,7,7,5,5,6,6,5,8,8,5,4,9,6,6,4,9,3,6,6,5,4,4,5,7,6,8,5,4,6,6,11,6,10,4,6,6,7,8,6,weevely3.7.0
2046,7,1783,8,205455.66222222225,6.2,273.8933333333333,105.328023,56.894949,4.182593,16015.14992,105.33,-1.2497,0.79838,1.3191,5,75,True,False,True,False,False,True,False,False,True,True,3.0,0.0,0.0,False,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,137,24,14,42,19,10,16,8,13,10,10,15,16,10,7,11,7,6,6,8,12,6,10,10,5,6,6,7,6,7,6,5,7,8,9,4,4,5,5,6,9,4,10,6,10,5,12,4,22,15,10,10,7,7,8,8,6,7,4,6,8,9,3,5,7,11,5,5,5,7,5,6,8,8,5,7,4,6,7,3,8,5,6,11,5,11,6,6,4,4,7,8,2,5,9,8,6,6,7,3,6,7,6,8,5,11,13,6,3,9,7,4,7,3,10,3,6,6,6,9,6,5,2,5,5,5,7,5,8,4,7,3,4,4,7,3,7,4,4,6,7,5,6,4,5,7,7,6,6,4,7,5,5,4,7,9,5,4,7,4,7,4,6,7,5,5,6,4,5,8,8,7,4,6,5,10,7,6,4,5,2,5,4,4,6,5,3,8,6,6,4,5,26,4,8,4,6,5,5,3,5,5,3,3,8,2,6,7,3,8,4,7,5,8,5,6,4,5,7,5,6,6,9,6,8,5,6,6,6,8,10,7,4,3,6,3,7,4,4,3,7,5,4,6,4,7,5,7,5,4,5,6,5,8,5,8,weevely3.7.0
2054,7,1783,8,206719.09333333332,5.4,184.5066666666667,105.9914,57.130024,4.19671,16102.774861,105.99,0.7227,0.48293,-0.70446,5,75,True,False,True,False,False,True,False,False,True,True,3.0,0.0,0.0,False,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,139,25,15,43,18,13,17,7,10,10,10,11,14,11,11,9,9,5,6,11,7,7,11,10,4,6,4,4,4,7,4,8,10,3,6,7,8,5,5,5,7,6,8,7,9,10,10,5,20,16,15,7,6,7,8,11,7,8,6,6,6,5,4,6,4,8,6,8,5,5,2,6,6,6,4,5,8,7,8,3,8,6,7,12,7,13,6,7,5,8,5,8,2,7,6,5,5,7,8,6,8,8,6,4,8,10,11,4,3,4,9,6,5,5,5,6,6,5,7,7,7,6,9,4,7,7,5,4,8,4,7,4,11,4,9,4,5,6,4,4,6,5,7,5,5,4,4,7,7,5,7,4,5,7,4,4,4,5,3,4,8,4,6,5,4,6,4,10,6,7,5,4,4,6,9,6,4,4,3,4,5,4,6,4,5,5,5,5,2,8,5,5,26,6,6,6,8,5,6,7,5,5,6,6,6,4,8,4,4,5,5,4,5,5,6,5,5,11,5,6,7,6,4,6,8,6,6,5,4,6,7,6,5,9,8,6,6,4,7,5,3,10,5,6,4,4,5,6,5,9,2,9,5,5,7,7,weevely3.7.0
2056,7,1783,8,207036.19555555558,10.533333333333333,865.8488888888891,105.538942,56.155325,4.192952,16096.741497,105.54,-0.84241,1.1081,-0.73561,5,75,True,False,True,False,False,True,False,False,True,True,3.0,0.0,0.0,False,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,138,25,15,40,18,9,18,10,10,7,9,12,14,12,8,8,7,6,5,7,8,5,12,12,4,4,5,8,6,9,5,5,10,7,7,10,10,6,7,6,8,8,9,6,6,5,8,4,21,17,9,7,12,8,8,11,9,6,5,4,6,6,6,5,6,5,8,6,8,8,4,5,4,3,7,7,4,3,6,4,7,5,8,11,3,14,6,8,8,8,5,10,4,4,8,7,6,7,8,4,6,7,5,7,7,13,12,4,5,5,6,6,3,4,3,4,4,6,8,7,7,4,6,5,6,4,6,4,5,3,9,4,7,4,9,5,4,6,3,8,6,8,6,6,8,3,2,7,6,4,7,4,6,4,7,6,5,6,8,9,6,9,6,5,9,6,3,7,2,7,6,5,5,9,7,6,7,8,5,3,7,4,7,5,7,5,6,6,4,7,7,10,24,7,8,7,3,6,3,7,9,6,4,4,7,6,6,5,6,7,5,5,5,5,10,3,6,4,8,6,5,5,5,7,9,6,6,6,3,6,4,2,6,1,10,5,3,8,4,6,7,6,5,3,6,3,2,8,4,3,4,5,5,4,5,5,weevely3.7.0
2046,7,1783,8,205455.66222222225,2.2666666666666666,15.12888888888889,106.900496,57.058342,4.17466,15984.772102,106.9,-0.13685,-1.2343,0.36354,5,75,True,False,True,False,False,True,False,False,True,True,3.0,0.0,0.0,False,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,139,25,14,40,18,9,16,12,12,9,7,13,16,11,8,9,7,8,4,9,6,5,7,12,3,4,5,8,6,7,10,8,8,5,3,8,6,9,9,7,11,2,5,5,6,6,8,5,24,14,11,5,6,10,8,9,8,8,4,5,7,6,4,5,7,8,6,6,4,5,3,6,7,4,5,4,6,7,5,3,6,3,9,9,5,16,5,7,7,7,8,10,4,6,6,6,6,7,7,8,5,8,8,7,5,10,8,7,2,8,5,5,6,7,4,5,7,5,5,5,5,5,9,6,6,7,6,5,7,4,8,3,8,4,10,3,3,6,6,4,5,7,7,8,4,8,5,7,6,5,4,4,9,4,4,6,5,3,5,8,10,4,6,5,0,10,8,7,7,9,4,5,5,6,6,4,8,6,4,2,6,4,4,8,7,5,5,3,3,6,6,4,27,4,8,4,5,5,1,6,4,7,8,7,8,2,5,8,6,6,4,6,6,4,4,7,7,5,5,8,4,6,6,4,5,9,11,5,5,7,6,5,9,6,9,3,3,3,6,5,6,7,7,4,5,4,5,4,3,5,3,9,4,6,8,11,weevely3.7.0
2050,7,1783,9,197031.99609375,4.5625,140.37109375,107.835377,56.515837,4.180616,16024.30258,107.84,2.4693,-0.19228,-0.51578,5,75,True,False,True,False,False,True,False,False,True,True,3.0,0.0,0.0,False,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,137,25,14,42,20,10,18,8,9,8,9,12,12,12,11,7,5,3,6,6,8,5,10,9,4,6,5,5,4,8,7,4,9,6,3,7,5,5,6,5,7,5,8,4,12,8,8,10,22,18,11,4,9,8,8,9,6,5,4,5,6,7,4,3,4,6,7,8,7,4,6,7,6,2,7,6,2,6,5,2,7,7,9,11,5,13,5,8,6,7,7,6,4,3,6,6,3,10,7,7,4,5,6,5,8,10,8,4,6,6,12,6,7,4,6,9,4,7,6,7,4,7,5,7,6,5,5,6,4,4,10,6,7,2,7,5,3,7,4,7,7,6,8,10,4,4,4,5,4,5,8,7,6,4,7,4,9,4,7,7,8,6,8,10,4,6,8,4,7,8,6,8,4,8,8,7,4,7,6,4,6,9,5,4,5,8,4,2,5,5,9,3,27,5,4,9,7,3,6,6,8,4,6,4,7,6,7,7,6,5,8,6,3,5,5,5,6,4,4,7,7,8,7,6,6,8,6,4,6,6,7,4,4,4,4,5,5,6,4,5,6,6,7,6,7,5,6,6,6,4,6,5,4,5,6,4,weevely3.7.0
2054,7,1783,8,206719.09333333332,2.4,11.973333333333331,109.173573,57.342945,4.197451,16105.618097,109.17,-1.3524,-0.73,1.7667,5,75,True,False,True,False,False,True,False,False,True,True,3.0,0.0,0.0,False,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,139,25,14,39,19,9,16,7,12,8,11,12,14,10,8,8,8,5,8,7,8,4,9,9,7,6,4,5,5,8,5,5,4,5,6,8,4,5,7,4,9,7,6,6,8,7,12,4,22,17,11,5,6,7,9,9,8,10,4,3,6,5,4,6,5,9,7,5,7,5,3,4,7,4,5,7,3,4,6,2,8,9,8,10,8,12,4,6,4,4,5,7,5,4,8,6,4,9,7,2,5,8,7,6,7,14,8,4,6,8,9,7,7,4,5,6,5,8,7,8,4,7,4,2,7,5,5,5,9,7,13,5,5,5,11,5,2,5,3,7,8,5,5,6,6,5,5,6,4,3,7,5,5,4,4,6,6,8,6,8,7,6,4,9,4,5,3,5,4,9,7,6,7,6,7,5,6,5,5,4,7,2,8,6,4,5,4,8,4,6,7,7,29,5,8,5,5,5,8,4,4,7,7,7,10,4,7,5,3,7,3,8,4,4,5,6,6,10,6,5,5,8,5,5,5,7,6,7,4,8,7,5,5,5,8,3,3,6,5,6,5,7,8,7,8,9,5,7,4,7,3,10,7,7,6,7,weevely3.7.0
2046,7,1783,8,205455.66222222225,3.2,18.69333333333334,106.169496,57.09625,4.183381,16018.166158,106.17,0.4573,0.51841,1.0198,5,75,True,False,True,False,False,True,False,False,True,True,3.0,0.0,0.0,False,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,139,25,17,39,21,12,15,10,11,10,10,14,14,11,8,9,6,6,7,7,6,7,9,10,2,6,4,5,8,7,5,7,9,5,5,5,7,4,12,5,8,8,8,5,10,6,9,6,21,19,9,6,10,7,8,6,6,7,4,6,7,7,7,10,6,7,7,8,6,7,6,6,5,4,6,5,5,4,8,5,5,6,6,10,6,11,6,9,5,6,6,7,3,6,6,6,3,6,7,5,6,7,6,7,8,8,9,4,7,7,8,5,5,5,6,4,6,5,5,7,5,2,4,5,4,7,4,2,8,5,11,4,5,5,7,3,5,7,6,7,3,4,7,6,5,4,3,9,6,6,6,5,8,2,4,4,7,6,5,7,4,6,5,6,4,6,5,6,4,5,8,7,4,8,7,5,8,6,3,5,5,7,6,6,6,3,5,4,5,5,8,4,26,6,8,5,6,10,4,6,6,7,5,6,9,3,6,5,7,9,6,4,4,6,4,6,5,7,6,8,7,5,7,6,6,8,6,8,5,10,4,8,5,4,5,7,4,5,4,3,5,5,6,8,7,3,9,6,6,5,0,6,2,7,8,3,weevely3.7.0
2046,7,1791,8,205489.22666666665,2.1333333333333333,9.982222222222223,107.227782,56.403703,4.202743,16125.923266,107.23,-0.25827,1.8527,0.35679,5,75,True,False,True,False,False,True,False,False,True,True,3.0,0.0,0.0,False,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,138,27,16,39,17,8,17,9,11,7,12,10,18,12,8,6,8,4,4,7,9,6,11,10,6,4,6,7,5,4,6,5,8,4,4,6,8,4,7,3,10,5,6,6,8,9,8,7,23,16,12,4,6,7,7,9,8,8,4,2,13,8,5,9,6,8,6,7,8,5,4,5,6,3,5,5,8,5,6,4,8,4,4,13,4,14,7,6,5,7,4,6,5,5,6,10,3,5,7,4,6,8,6,8,7,7,10,10,6,4,6,7,8,4,8,5,4,5,7,11,7,4,5,5,5,8,5,5,6,6,12,7,3,4,9,5,4,4,5,6,6,4,5,7,8,3,6,7,5,7,5,7,6,6,4,6,8,5,6,8,6,6,7,7,4,6,6,4,6,7,4,8,5,7,8,5,5,6,5,5,9,5,6,4,10,8,4,6,3,6,6,5,25,5,5,7,6,6,7,7,5,7,6,5,10,4,6,5,7,6,4,8,6,4,6,5,4,7,5,7,5,9,4,5,6,9,4,3,4,6,6,7,3,5,6,7,4,7,4,4,7,3,4,4,7,8,7,5,5,3,3,4,6,3,13,5,weevely3.7.0
1072,7,1819,8,111671.9288888889,5.133333333333334,117.31555555555556,101.078865,58.488412,4.049116,11705.994745,101.08,-2.1602,1.5112,-0.30958,5,75,True,False,True,False,False,True,False,False,True,True,3.0,0.0,0.0,False,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,136,24,14,36,16,8,16,6,8,5,8,9,10,11,7,4,5,5,3,5,4,5,9,7,4,3,3,3,4,5,4,4,5,4,5,5,2,7,7,6,6,3,6,4,5,3,7,4,21,15,8,3,8,7,6,9,5,4,6,3,6,5,3,2,4,5,5,4,4,5,1,6,5,4,3,3,3,4,4,3,6,3,4,10,2,13,3,6,5,3,4,5,2,4,3,4,3,4,8,2,2,4,2,6,3,8,7,1,2,2,4,3,4,2,5,3,4,5,5,5,4,3,3,5,5,5,2,6,5,2,8,3,6,3,10,4,4,7,2,4,6,3,5,4,3,4,4,4,4,3,5,4,5,3,3,4,3,5,5,4,5,2,4,7,2,3,4,5,7,5,6,5,4,3,2,4,3,3,3,2,3,3,3,5,2,2,4,4,3,5,4,6,24,3,2,7,5,2,5,4,7,3,3,3,6,1,6,4,2,5,1,4,2,2,6,4,6,4,5,7,3,3,4,3,6,3,6,3,1,5,2,4,2,3,3,2,3,4,2,2,3,5,6,2,5,5,4,5,4,4,2,4,3,5,8,5,weevely3.7.0
